WMO_ID,cast_a,cast_b,gap_hours,delta_Temperature,delta_Salinity,delta_z,delta_Oxygen,suspicion_score
6901181.0,18253434,18253435,5.3439,0.232818,38.109655,37.677517,0.012092,5.576718
6901181.0,18253435,18253437,4.922,1.09612,153.513388,151.818748,0.025757,6.01812
6901181.0,18253438,18253441,5.578,2.167853,24.795814,24.525537,0.017546,7.745853
6901181.0,18253441,18253444,4.4538,1.927955,239.138058,236.539351,0.060024,6.381755
6901181.0,18253445,18253446,5.3439,6.773697,26.177365,25.854067,0.010056,12.117597
6901181.0,18253446,18253448,4.875,0.134057,218.514761,216.161576,0.080701,5.009057
6901181.0,18253449,18253450,5.2031,0.918213,51.93789,51.342768,0.01445,6.121313
6901181.0,18253450,18253451,5.0628,1.515445,189.196199,187.15826,0.046315,6.578245
6901181.0,18253452,18253453,5.2962,1.402619,215.200905,212.829106,0.038508,6.698819
6901181.0,18253453,18253455,5.0628,2.503379,69.456387,68.763747,0.047513,7.566179
6901181.0,18253460,18253461,5.1568,2.04954,75.375636,74.51896,0.012538,7.206339999999999
6901181.0,18253461,18253463,5.203,2.92774,195.453182,193.397472,0.060165,8.13074
6901181.0,18253464,18253465,5.8122,4.172965,10.19866,10.086832,0.013471,9.985164999999999
6901181.0,18253465,18253468,4.5,2.697098,240.941651,238.328934,0.061442,7.197098
6901181.0,18253469,18253470,5.4378,1.515888,31.250657,30.891692,0.006033,6.953688
6901181.0,18253470,18253473,4.6402,0.285374,166.758396,164.936331,0.065368,4.925574
6901181.0,18253474,18253475,5.0158,0.436124,106.225341,105.012255,0.028314,5.451924
6901181.0,18253475,18253476,5.0152,3.169339,143.728729,142.230733,0.087991,8.184539000000001
6901181.0,18253480,18253481,5.4378,6.307772,17.837053,17.626532,0.012793,11.745572
6901181.0,18253481,18253482,4.875,2.429679,199.243636,197.08926,0.056333,7.304679
6901181.0,18253483,18253484,5.109,0.022257,166.284342,164.43453,0.044717,5.131257
6901181.0,18253484,18253486,5.1562,3.138951,38.772152,38.365305,0.018623,8.295151
6901181.0,18253487,18253488,5.25,2.237453,39.812352,39.348369,0.009905,7.487453
6901181.0,18253488,18253490,4.9212,3.419161,200.500853,198.370637,0.075987,8.340361
6901181.0,18253492,18253494,5.1098,11.113304,220.377304,217.956562,0.010818,16.223104
6901181.0,18253494,18253498,5.0152,3.527107,58.501726,57.92137,0.046678,8.542307000000001
6901181.0,18253499,18253500,5.297,14.831101,60.883899,60.181037,0.034645,20.128101
6901181.0,18253500,18253501,5.0152,4.446395,122.834213,121.503675,0.074689,9.461594999999999
6901181.0,18253502,18253503,5.4842,1.038628,57.685137,57.025189,0.028589,6.5228280000000005
6901181.0,18253503,18253505,4.875,1.806599,159.020537,157.308925,0.088465,6.681599
6901181.0,18253506,18253507,5.344,4.878721,87.324299,86.334705,0.009144,10.222721
6901181.0,18253507,18253509,5.0152,2.542887,162.194001,160.472607,0.092412,7.558087
6901181.0,18253513,18253514,5.109,1.646954,89.351222,88.336476,0.014525,6.755954
6901181.0,18253514,18253517,5.625,6.002691,131.772134,130.379205,0.079691,11.627691
6901181.0,18253518,18253519,5.344,0.020454,93.940166,92.877821,0.040145,5.364454
6901181.0,18253519,18253522,5.0152,7.296031,132.711947,131.296759,0.041308,12.311231
6901181.0,18253523,18253524,5.3902,0.323373,39.004671,38.553248,0.004712,5.713573
6901181.0,18253524,18253525,4.875,4.889278,130.267244,128.845585,0.040977,9.764278000000001
6901181.0,18253526,18253527,5.0628,0.058603,170.203966,168.316059,0.048747,5.121403
6901181.0,18253527,18253528,5.2031,2.449585,13.553358,13.402098,0.021366,7.652685
6901181.0,18253531,18253532,5.3439,2.501262,111.484048,110.255763,0.033987,7.845162
6901181.0,18253532,18253535,4.9219,1.039311,155.659523,154.072176,0.131951,5.9612110000000005
6901181.0,18253537,18253538,5.297,0.646069,124.330531,122.930773,0.032451,5.9430689999999995
6901181.0,18253538,18253540,4.9212,0.485167,97.278504,96.263541,0.053807,5.4063669999999995
6901181.0,18253541,18253542,5.25,1.682234,50.038896,49.447234,0.005289,6.932234
6901181.0,18253542,18253544,4.875,6.665782,165.208525,163.444241,0.108168,11.540782
6901181.0,18253545,18253547,5.25,2.294316,69.073635,68.287915,0.018074,7.544316
6901181.0,18253547,18253550,4.875,0.976282,146.091422,144.536695,0.063966,5.851282
6901181.0,18253551,18253552,5.3909,0.341142,37.397673,36.969355,0.033679,5.732042
6901181.0,18253552,18253554,4.7341,1.97033,134.362756,132.90299,0.038744,6.7044299999999994
6901181.0,18253555,18253556,5.3439,4.75948,37.058539,36.631392,0.0075,10.10338
6901181.0,18253556,18253559,4.6879,1.77232,169.353089,167.525469,0.098191,6.46022
6901181.0,18253560,18253561,5.1562,3.078736,97.971776,96.869725,0.019244,8.234936000000001
6901181.0,18253561,18253564,5.203,3.508758,163.626327,161.921599,0.112069,8.711758
6901181.0,18253567,18253569,5.3432,0.021833,20.701873,20.444279,0.01292,5.365033
6901181.0,18253569,18253572,4.875,1.592205,158.415828,156.708883,0.085016,6.467205
6901181.0,18253573,18253574,5.3439,2.696475,35.373667,34.968846,0.004251,8.040375
6901181.0,18253574,18253575,4.7341,2.011753,135.67268,134.186084,0.033071,6.745853
6901181.0,18253576,18253577,5.3432,1.172646,42.309747,41.828769,0.019532,6.515846000000001
6901181.0,18253577,18253578,4.875,1.99132,136.512817,135.043603,0.05909,6.86632
6901181.0,18253579,18253580,5.25,6.210015,38.544198,38.099057,0.010259,11.460015
6901181.0,18253580,18253582,4.875,5.478317,200.106696,198.005572,0.154951,10.353317
6901181.0,18253585,18253586,5.25,6.53774,49.229182,48.66497,0.009588,11.78774
6901181.0,18253586,18253589,5.203,2.603594,54.947144,54.344553,0.034215,7.8065940000000005
6901181.0,18253591,18253592,5.8128,0.591112,2.325157,2.311842,0.008551,6.403912
6901181.0,18253592,18253594,4.3591,7.356318,268.115988,265.238917,0.107373,11.715418
6901181.0,18253596,18253597,5.3439,2.363833,40.796154,40.322541,0.002096,7.707732999999999
6901181.0,18253597,18253598,4.8281,5.631758,179.94412,178.029626,0.085425,10.459858
6901182.0,18149021,18149025,1.781,17.310799,67.925665,67.37481,0.029893,19.091798999999998
6901182.0,18149027,18149028,1.781,20.603641,81.818847,81.138618,0.00201,22.384641
6901182.0,18149032,18149037,1.5939,20.568036,93.057432,92.277433,0.021774,22.161936
6901182.0,18149041,18149043,1.6408,27.211791,131.517285,130.434259,0.00845,28.852591
6901182.0,18149046,18149048,1.547,21.956494,98.714787,97.915908,0.005065,23.503494
6901182.0,18149050,18149052,1.6871,22.144223,94.565156,93.775941,0.01268,23.831323
6901183.0,18149010,18149014,1.828,20.542645,119.560313,118.578797,0.052764,22.370645
6901183.0,18149016,18149017,1.6409,18.664113,105.087966,104.214389,0.029811,20.305013
6901183.0,18149022,18149026,1.594,15.301626,72.995204,72.400028,0.015774,16.895626
6901183.0,18149029,18149031,1.828,18.1456,109.272399,108.366563,0.023989,19.9736
6901183.0,18149038,18149039,1.6408,12.555725,47.839444,47.459933,0.005913,14.196525000000001
6901183.0,18149042,18149044,1.7348,18.767313,90.291064,89.564909,0.020728,20.502113
6901183.0,18149047,18149049,1.6878,18.606269,103.061009,102.22156,0.019734,20.294069
6901183.0,18149051,18149053,1.6409,13.247272,78.728607,78.085698,0.000969,14.888172
6901473.0,15916895,16425646,1.5469,15.751416,213.380206,211.773554,0.032128,17.298316
6901473.0,16425646,16425648,0.844,9.237276,27.825477,27.644314,0.054026,10.081275999999999
6901473.0,16425648,16425649,0.5622,9.203752,29.222038,29.031916,0.048879,9.765952
6901473.0,16425663,16425664,3.9378,0.398747,0.08596,0.086083,0.007124,4.336547
6901473.0,16425670,16425671,3.9372,2.725709,10.418048,10.341213,0.013667,6.662909
6901473.0,16425673,16425674,3.9378,0.140704,5.539721,5.493615,0.012779,4.078504000000001
6901473.0,16425679,16425680,4.125,0.483789,14.640391,14.535617,0.000745,4.608789
6901473.0,16425685,16425686,3.9378,3.756783,7.735042,7.679556,0.01804,7.694583
6901473.0,16425696,16425697,4.078,1.555138,1.346064,1.335338,0.00429,5.633138000000001
6901473.0,15916947,16425703,4.969,15.33054,107.998822,107.106265,0.020152,20.29954
6901473.0,16425703,16425704,4.1712,3.564609,7.809096,7.74879,0.007739,7.735809
6901473.0,15916955,16425707,5.25,17.286845,106.301475,105.42057,0.025487,22.536845
6901473.0,16425707,16425708,3.9848,4.395463,10.491347,10.414316,0.001911,8.380263
6901473.0,15916966,16425714,5.1098,11.792997,99.368101,98.535597,0.01151,16.902797
6901473.0,16425714,16425715,4.078,0.231308,0.654881,0.647171,0.003406,4.309308000000001
6901473.0,15916973,15994703,5.344,15.288518,99.58388,98.753504,0.026261,20.632518
6901473.0,15994703,15994704,3.9378,2.981469,3.386487,3.359121,0.00329,6.919269
6901473.0,15916980,15994720,5.203,11.177998,103.073431,102.222825,0.000876,16.380998
6901473.0,15994720,15994721,3.9848,2.862621,5.645293,5.604724,0.018078,6.847421
6901473.0,15916989,15994738,5.297,11.02756,92.548021,91.773266,0.021373,16.324559999999998
6901473.0,15994738,15994739,4.2182,1.233814,4.665297,4.630873,0.024093,5.452014
6901473.0,15916996,15994753,5.3902,11.429785,99.25795,98.427468,0.013081,16.819985000000003
6901473.0,15994753,15994754,5.0628,0.388772,3.838051,3.811516,0.00636,5.4515720000000005
6901473.0,15917001,15994774,5.1098,14.892356,106.016682,105.143828,0.007418,20.002156
6901473.0,15994774,15994775,5.0622,0.63614,1.311971,1.302326,0.014011,5.69834
6901473.0,15917013,15994792,5.3432,12.191417,100.091342,99.264274,0.009624,17.534617
6901473.0,15994792,15994793,4.875,1.589536,2.780702,2.759893,0.002852,6.464536
6901473.0,15917022,15994810,5.25,13.554176,103.96557,103.103128,0.006911,18.804176
6901473.0,15994810,15994811,5.0158,1.650945,2.300957,2.282849,0.004747,6.666745
6901473.0,15917029,15994829,5.3902,13.062893,96.179504,95.387836,0.006848,18.453093000000003
6901473.0,15994829,15994830,4.922,0.246258,5.336245,5.299975,0.005468,5.168258
6901473.0,15994846,15994847,4.922,1.131351,3.365004,3.342716,0.002721,6.053350999999999
6901473.0,15994864,15994865,4.875,3.906831,3.986246,3.958118,0.006118,8.781831
6901473.0,15994883,15994884,6.0,2.206978,3.04567,3.02224,0.007299,8.206978
6901473.0,15994929,15994931,5.953,0.079764,0.521537,0.518796,0.013052,6.032764
6901473.0,15994953,15994954,5.953,3.637083,12.865982,12.773715,0.001217,9.590083
6901473.0,15994979,15994980,5.5781,3.973421,66.055226,65.552085,0.005927,9.551521000000001
6901473.0,15995013,15995015,5.9531,2.108938,8.915896,8.846157,0.013414,8.062038000000001
6901473.0,15995050,15995051,5.8598,0.578457,3.617918,3.591773,0.001807,6.438257
6901473.0,15995144,15995146,5.953,2.677297,5.598079,5.563444,0.00718,8.630297
6901473.0,15995164,15995165,5.25,0.71262,4.155027,4.117775,0.00518,5.96262
6901473.0,15995197,15995198,5.156,1.750891,0.195931,0.193393,0.000891,6.906891
6901473.0,15995237,15995238,5.9061,4.300774,37.010215,36.710682,0.008766,10.206874
6901473.0,15995292,15995293,5.0621,1.874047,1.550816,1.539165,0.007857,6.936147
6901473.0,15917721,15995320,5.3438,12.641681,117.698703,116.73986,0.007045,17.985481
6901473.0,15995403,15995409,5.9531,1.390454,4.098337,4.069456,0.010023,7.343554
6901473.0,15917858,15995542,5.0628,10.611435,102.783719,101.938745,0.004636,15.674235
6901473.0,15995542,15995549,5.9531,2.027418,0.745311,0.742516,0.016699,7.980518
6901473.0,15917931,15995675,5.25,14.910711,105.678526,104.803853,0.030365,20.160711
6901473.0,15995675,15995680,5.156,4.230691,2.804945,2.782857,0.015465,9.386690999999999
6901473.0,15917991,15995760,5.3909,12.620068,108.693995,107.783502,0.008785,18.010968
6901473.0,15995760,15995765,4.922,1.414448,0.919475,0.911612,0.024415,6.336448
6901473.0,15918051,15995808,4.453,9.571711,96.293251,95.495898,0.016777,14.024711
6901473.0,15995808,15995811,5.953,7.81518,64.068146,63.56913,0.010195,13.768180000000001
6901473.0,15918107,15995859,5.4842,10.236923,98.627317,97.799567,0.02084,15.721123000000002
6901473.0,15995859,15995861,4.5469,2.702679,16.712432,16.575053,0.000811,7.249579
6901473.0,16426126,15918176,5.3902,12.023204,117.442766,116.479993,0.011031,17.413404
6901473.0,15918176,15995914,4.875,0.803843,2.417123,2.40126,0.002574,5.678843
6901473.0,15918327,15995997,5.4371,11.830686,114.1852,113.25183,0.01373,17.267786
6901473.0,15995997,15996000,5.6719,6.647781,44.747844,44.406589,0.010393,12.319681
6901473.0,15920417,15996089,5.25,10.20328,95.229744,94.437684,0.003094,15.45328
6901473.0,15996089,15996090,5.0159,0.217986,3.78808,3.753681,0.022849,5.233886
6901473.0,15924236,15996180,5.25,8.549202,98.631912,97.811718,0.009035,13.799202
6901473.0,15996180,15996183,5.953,3.338802,51.581719,51.172774,0.008266,9.291802
6901473.0,15996277,15996285,5.203,11.193284,109.304667,108.401412,0.022478,16.396284
6901473.0,15996387,15996397,5.203,9.75573,95.807488,95.0019,0.004135,14.95873
6901473.0,15996500,15996506,5.3432,13.734168,113.949267,113.01613,0.019558,19.077368
6901473.0,15996506,15996514,5.0158,0.39493,1.442048,1.434487,0.011264,5.410729999999999
6901473.0,16426185,15996628,5.25,10.349907,101.982727,101.138232,0.008525,15.599907
6901473.0,15996787,15996798,5.0152,10.305388,105.031626,104.165352,0.008738,15.320588
6901473.0,15996975,15996981,5.1092,12.577786,104.516318,103.654596,0.015182,17.686986
6901473.0,15997143,15997152,5.203,10.825921,100.082702,99.256519,0.03364,16.028921
6901473.0,16014921,16015042,6.0,10.686224,105.310673,104.44528,0.015149,16.686224
6901473.0,16551154,16551157,5.8122,2.892376,8.517097,8.452913,0.021982,8.704576
6901473.0,16551474,16551480,5.9062,0.084044,14.292701,14.191697,0.010753,5.990244
6901474.0,16425666,16425667,4.125,0.80937,2.076988,2.06577,0.008667,4.93437
6901474.0,21876781,16641417,3.6098,21.842526,92.7924,92.081613,,25.452326
6901474.0,16425676,16425677,4.2182,14.619871,87.847758,87.260165,0.008033,18.838071
6901474.0,16425682,16425683,4.9688,5.748489,56.262176,55.819647,0.00496,10.717289000000001
6901474.0,16425693,16425694,5.4841,1.918005,80.143435,79.506907,0.01312,7.402105
6901474.0,15916941,16425699,5.953,11.176947,112.101569,111.180738,0.020114,17.129947
6901474.0,16425699,16425700,5.2038,8.77272,85.092144,84.419293,0.022102,13.97652
6901474.0,21876901,21876904,5.297,13.036984,94.446707,93.654089,0.013322,18.333984
6901474.0,21876904,21876905,5.2969,8.592859,73.022448,72.421648,0.003756,13.889759000000002
6901474.0,15916961,15994693,5.297,7.907371,108.500853,107.609191,0.015302,13.204371
6901474.0,15994693,16425711,3.9848,2.70872,10.78858,10.716765,0.010275,6.6935199999999995
6901474.0,15916969,16425717,5.0628,14.554844,114.667691,113.731483,0.014842,19.617644
6901474.0,16425717,16425718,4.781,8.093717,43.650135,43.315873,0.000319,12.874717
6901474.0,15916977,15994717,5.6719,7.448006,84.608492,83.899843,0.004305,13.119906
6901474.0,15994717,15994718,3.6091,3.683096,12.539688,12.438757,8.4e-05,7.292196000000001
6901474.0,15916984,15994734,4.969,11.745375,107.868979,106.985319,0.011993,16.714375
6901474.0,15994734,15994735,5.156,8.838803,63.382371,62.88344,0.013529,13.994803000000001
6901474.0,15916993,15994749,5.3909,14.850642,110.417045,109.507519,0.037576,20.241542000000003
6901474.0,15994749,15994751,5.8129,8.809708,46.955733,46.580876,0.023704,14.622608
6901474.0,15916999,15994768,5.7652,9.144216,95.074585,94.268172,0.012951,14.909416
6901474.0,15994768,15994769,6.0,6.092049,52.369281,51.940357,0.004437,12.092049
6901474.0,15917007,15994788,5.344,11.896026,108.262058,107.374387,0.023876,17.240026
6901474.0,15917019,15994807,5.4372,8.479727,103.635854,102.785383,0.005888,13.916927000000001
6901474.0,15994807,15994808,5.3908,1.041513,22.938414,22.762122,0.012548,6.432313
6901474.0,15917025,15994825,5.3902,13.994733,99.871503,99.0519,0.023112,19.384933
6901474.0,15994825,15994826,5.7659,7.271046,26.408018,26.203687,0.008626,13.036946
6901474.0,15994843,15994844,5.0152,1.304802,2.067676,2.052477,0.005442,6.320002000000001
6901474.0,15995035,15995036,5.8122,3.329706,14.736213,14.630112,0.014704,9.141905999999999
6901474.0,15917321,15995071,6.0,14.668426,108.090441,107.19876,0.015778,20.668426
6901474.0,15995145,15995147,5.203,4.84883,4.509303,4.475789,0.009525,10.05183
6901474.0,15995182,15995184,5.203,0.978539,7.925094,7.865498,0.010428,6.181539000000001
6901474.0,15917464,15995215,5.203,10.404147,93.450062,92.673337,0.02173,15.607147000000001
6901474.0,15917606,15995267,5.1092,11.825439,106.692433,105.819276,0.008697,16.934639
6901474.0,15917693,15995309,5.3908,7.676362,100.978519,100.147865,0.00135,13.067162
6901474.0,15917763,15995334,5.3908,6.655491,93.080413,92.314188,6.8e-05,12.046291
6901474.0,15917825,15995475,5.2969,9.444297,102.210059,101.367557,0.004336,14.741197
6901474.0,15995475,15995479,5.1562,0.39534,5.773279,5.7337,0.020148,5.55154
6901474.0,15917894,15995610,5.3908,14.998233,108.359005,107.473128,0.024374,20.389033
6901474.0,15995610,15995614,5.0152,3.515535,0.204459,0.205763,0.002318,8.530735
6901474.0,15917962,15995725,5.25,10.289994,113.722358,112.792412,0.001456,15.539994
6901474.0,15995725,15995729,5.0158,0.771412,0.723083,0.721258,0.003637,5.787211999999999
6901474.0,21877073,21877075,5.0152,13.163785,107.59945,106.706877,0.016634,18.178985
6901474.0,21877075,21877076,5.297,0.284314,13.120982,13.027465,0.00654,5.581314
6901474.0,15918077,15995828,5.25,11.696714,104.445861,103.576881,0.013446,16.946714
6901474.0,15995828,15995830,5.0159,0.182078,1.26257,1.254565,0.006345,5.197978
6901474.0,15918134,15995883,4.2188,15.081928,105.958252,105.075433,0.017722,19.300728
6901474.0,15995883,15995886,4.875,0.984226,10.003269,9.933415,0.012573,5.859226
6901474.0,15918220,15995953,5.203,13.157414,112.671135,111.741978,0.017928,18.360414
6901474.0,15995953,15995956,4.172,0.707207,0.385746,0.383569,0.013144,4.879207
6901474.0,15918596,15996036,5.1568,10.757031,104.420032,103.560172,0.003358,15.913830999999998
6901474.0,15996036,15996040,4.031,2.002764,3.161445,3.139411,0.005787,6.033764
6901474.0,15922387,15996133,5.7652,13.281141,97.12247,96.314491,0.027093,19.046340999999998
6901474.0,15996133,15996135,4.922,0.095765,1.318102,1.311685,0.023292,5.017765
6901474.0,15996221,15996230,5.25,12.91243,89.872439,89.120421,0.009926,18.16243
6901474.0,15996230,15996233,5.0152,0.250788,8.764113,8.69812,0.013638,5.265988
6901474.0,15996335,15996340,5.3902,12.646798,110.503143,109.593019,0.02709,18.036998
6901474.0,15996340,15996343,5.0628,0.736039,0.918544,0.910443,0.008186,5.798839
6901474.0,15996443,15996450,5.2038,9.89776,94.768291,93.979069,0.011685,15.10156
6901474.0,15996450,15996457,4.9682,1.336103,9.032798,8.969518,0.004955,6.304303000000001
6901474.0,15996555,15996563,5.1098,10.580361,97.398378,96.599162,0.0243,15.690161
6901474.0,15996563,15996575,5.203,0.868894,9.536281,9.467303,0.010706,6.071894
6901474.0,15996697,15996705,5.203,3.362668,7.592959,7.536459,0.024882,8.565668
6901474.0,15996897,15996907,5.1091,3.012521,8.238418,8.17848,0.000332,8.121621
6901474.0,15997058,15997068,4.9682,4.191238,0.987558,0.979509,0.007635,9.159438000000002
6901474.0,15997303,15997369,5.1092,3.400984,8.263736,8.202935,0.005239,8.510184
6901474.0,16001190,16001256,5.0628,0.066134,4.326588,4.295464,0.016479,5.128934
6901474.0,16004963,16005075,5.297,13.534887,108.88336,107.994652,0.012451,18.831887
6901474.0,16008904,16008996,4.922,12.455743,87.635027,86.906487,0.025738,17.377743
6901474.0,16426482,16426486,5.766,0.322002,5.759833,5.722809,0.00238,6.088002
6901474.0,16426579,16426583,5.9531,2.811685,0.969567,0.96091,0.008834,8.764785
6901474.0,16426769,16426782,5.9538,5.877809,10.04088,9.969532,0.000321,11.831609
6901474.0,16430282,16430352,5.8592,0.233044,4.700822,4.669711,0.008128,6.092244
6902975.0,20071025,20071078,3.0939,0.021558,1.259914,1.248944,,3.1154580000000003
6902975.0,20071078,20071112,1.5939,0.26276,0.775747,0.768985,,1.8566600000000002
6902975.0,20071112,20071126,1.594,0.653565,0.913333,0.90535,,2.247565
6903091.0,20377375,20377403,1.594,1.167692,44.306768,43.987443,2e-05,2.761692
6903091.0,20377806,20377824,1.078,2.071025,92.479571,91.757125,0.027591,3.149025
6903091.0,20378213,20378237,1.172,3.829372,6.925915,6.873115,0.036962,5.001372
6903091.0,20378646,20378672,1.5939,124.340021,248.110825,246.4222,,125.933921
6903091.0,20379073,20379095,1.125,127.966329,254.049467,252.313509,,129.091329
6903091.0,20379560,20379583,1.125,113.086934,259.525994,257.744645,,114.211934
6903091.0,20380040,20380062,1.219,130.306554,256.684275,254.932168,,131.525554
6903091.0,20384462,20423059,1.2182,119.519667,270.347765,268.475722,,120.737867
6903091.0,20423674,20423690,1.2189,118.655079,263.275023,261.456367,,119.873979
6903091.0,20428295,20428324,1.2658,120.014189,514.188217,509.926634,,121.279989
6903091.0,20432826,20432842,1.1719,129.249625,265.648339,263.805224,,130.421525
6903091.0,20437342,20437367,1.2182,131.935035,262.405051,260.58203,,133.153235
6903091.0,20441704,20441726,1.172,103.733635,520.872944,516.502968,,104.905635
6903091.0,20446116,20446143,1.125,121.365152,273.605754,271.691199,,122.490152
6903091.0,20450570,20450595,1.172,118.540741,279.277655,277.332775,,119.712741
6903091.0,20455076,20455096,1.125,121.262534,258.462522,256.679449,,122.387534
6903265.0,19350757,19350780,2.9531,57.68675,296.559433,293.974258,,60.63985
6903265.0,19353454,19353513,4.7342,21.53645,74.760275,74.194707,,26.27065
6903265.0,19355194,19355234,2.0628,0.391009,0.474242,0.470799,,2.453809
6903265.0,19355234,19355302,3.3281,3.366413,0.469091,0.465661,,6.694513000000001
6903265.0,19355302,19355348,2.2969,2.557131,1.93,1.9159,,4.854031
6903265.0,19355348,19355406,3.3281,2.193487,1.23,1.221135,,5.521587
6903265.0,19355406,19355465,3.1879,2.587988,2.218182,2.202044,,5.775888
6903265.0,19355465,19355531,3.5152,1.355027,0.034848,0.034609,,4.870227
6903265.0,19355531,19355561,1.9688,0.344825,2.483333,2.465302,,2.313625
6903265.0,19355561,19355680,4.3592,0.273422,3.57,3.544057,,4.6326220000000005
6903265.0,19355680,19355718,2.203,0.671889,0.06,0.05957,,2.8748889999999996
6903265.0,19355718,19355783,3.1409,2.724189,3.91,3.881598,,5.865088999999999
6903265.0,19355783,19355836,3.1409,1.64542,3.88,3.851811,,4.78632
6903265.0,19355836,19355887,2.156,1.96276,2.58,2.56128,,4.11876
6903265.0,19355887,19355948,3.094,1.905519,2.081818,2.066718,,4.999518999999999
6903265.0,19355948,19356002,3.422,1.833998,0.478182,0.474705,,5.255998
6903265.0,19356002,19356039,2.531,6.43589,24.953023,24.769636,,8.96689
6903265.0,19356039,19356121,3.422,3.276227,21.093023,20.937673,,6.698227
6903265.0,19356121,19356179,2.906,4.52965,0.1,0.099262,,7.435650000000001
6903265.0,19356179,19356254,3.2342,0.097002,3.318182,3.294093,,3.3312019999999998
6903265.0,19356254,19356305,2.4378,4.249781,12.900325,12.805992,,6.687581
6903265.0,19356305,19356355,3.2811,7.40718,10.582143,10.504632,,10.68828
6903265.0,19356355,19356413,3.0,4.874744,2.655556,2.636281,,7.874744
6903265.0,19356413,19356460,3.375,1.331134,3.255556,3.231903,,4.7061340000000005
6903265.0,19356460,19356514,2.3439,1.57126,12.606667,12.514098,,3.91516
6903265.0,19356514,19356601,3.469,0.405755,16.196667,16.078022,,3.874755
6903265.0,19356601,19356679,2.531,2.244242,14.411429,14.305971,,4.775242
6903265.0,19356679,19356770,4.453,1.326377,13.830519,13.729286,,5.779377
6903265.0,19356770,19356812,1.922,1.034641,0.440909,0.437706,,2.956641
6903265.0,19356812,19356864,3.1872,3.353625,2.95,2.928569,,6.540825
6903265.0,19356864,19356901,2.4378,10.990374,21.152632,20.997042,,13.428173999999999
6903265.0,19356901,19356962,3.5152,6.470814,20.852632,20.699216,,9.986014
6903265.0,19356962,19357008,2.4378,10.185089,40.625,40.323055,,12.622889
6903265.0,19357008,19357103,4.547,12.274066,43.325,43.003435,,16.821066
6903265.0,19357103,19357147,1.875,1.302283,3.4,3.375299,,3.177283
6903265.0,19357147,19357210,3.1402,1.789959,2.872727,2.851868,,4.930159
6903265.0,19357210,19357260,2.4378,6.197167,12.776061,12.682537,,8.634967
6903265.0,19357260,19357300,3.1872,10.390728,10.103333,10.029241,,13.577928
6903265.0,19357300,19357341,3.1409,4.949971,3.72,3.692971,,8.090871
6903265.0,19357341,19357398,2.7189,3.398899,23.57122,23.397965,,6.117799
6903265.0,19357398,19357441,3.375,2.233354,22.005765,21.843893,,5.608354
6903265.0,19357441,19357527,2.625,0.141125,15.525974,15.412115,,2.766125
6903874.0,20423327,20423334,1.828,5.809637,204.890211,203.361854,0.012595,7.637637000000001
6903874.0,20423373,20423377,1.5469,9.615615,241.971351,240.159504,0.017236,11.162514999999999
6903874.0,20423418,20423423,1.5,2.909114,232.204154,230.460959,0.008407,4.409114000000001
6903874.0,20423650,20423691,1.547,0.771081,189.372057,187.938566,0.003242,2.318081
6903874.0,20424583,20424601,1.1719,70.326784,239.477476,237.873919,,71.498684
6903874.0,20425523,20425547,1.125,71.654714,247.145703,245.491596,,72.779714
6903874.0,20425979,20426001,1.219,69.259344,252.771198,251.076647,,70.47834399999999
6903874.0,20426436,20426471,1.172,64.857546,239.739375,238.138156,,66.029546
6903874.0,20426939,20426958,1.172,66.277811,236.551078,234.966836,,67.449811
6903874.0,20427378,20427403,1.219,66.611806,248.629153,246.963727,,67.830806
6903874.0,20427876,20427901,1.1719,63.493704,244.960034,243.320925,,64.665604
6903874.0,20428845,20428877,1.172,63.087894,236.24178,234.666687,,64.259894
6903874.0,20438116,20438150,1.2659,59.068413,237.829892,236.2363,,60.334313
6903875.0,20422883,20422888,1.7348,6.10624,262.090681,260.075902,0.033145,7.84104
6903875.0,20422892,20422894,1.453,3.945363,212.172147,210.544262,0.005219,5.398363
6903875.0,20422900,20422904,1.4061,5.954421,236.632596,234.823338,0.023794,7.360521
6903875.0,20422911,20422914,1.4531,3.502834,231.078302,229.295855,0.002071,4.955934
6903875.0,20422917,20422921,1.5,2.936215,330.704719,328.139744,0.043721,4.436215
6903875.0,20422937,20422940,1.3129,0.90092,260.868032,258.853073,0.007071,2.21382
6903875.0,20422985,20422991,1.1719,79.805935,244.151386,242.503972,,80.977835
6903875.0,20423018,20423020,1.219,75.870744,245.393137,243.738672,,77.089744
6903875.0,20423042,20423047,1.2189,73.184828,251.881575,250.183043,,74.403728
6903875.0,20423077,20423079,1.2188,75.50629,251.851159,250.162058,,76.72509000000001
6903875.0,20428878,20428899,1.3128,82.415204,249.27549,247.590549,,83.728004
6903875.0,20433372,20433382,1.2652,70.9212,253.873597,252.154766,,72.18639999999999
6903875.0,20437706,20437722,1.2658,70.307946,243.076175,241.438558,,71.573746
6903875.0,20442062,20442110,1.3128,69.622984,255.373818,253.640583,,70.935784
6903875.0,20446685,20446702,1.4068,63.821359,358.756357,355.982846,,65.228159
6903875.0,20451180,20451202,1.2659,66.553593,255.921371,254.187117,,67.81949300000001
6903875.0,20455559,20455576,1.2658,61.052574,355.189388,352.45494,,62.318374
6903876.0,20425045,20425089,1.594,1.610955,196.681014,195.177422,0.0099,3.204955
6903876.0,20425524,20425561,1.5,0.113273,188.670188,187.235799,0.022002,1.613273
