epoch,train_loss,val_loss
1,0.951856,0.113868
2,0.128948,0.070133
3,0.082991,0.068730
4,0.066999,0.064301
5,0.060395,0.062681
6,0.056131,0.057852
7,0.052477,0.058969
8,0.050884,0.055532
9,0.048557,0.058410
10,0.048399,0.053906
11,0.046817,0.058358
12,0.045528,0.055359
13,0.045648,0.053927
14,0.043452,0.052985
15,0.043496,0.053853
16,0.042712,0.053658
17,0.043237,0.055315
18,0.042319,0.055583
19,0.041413,0.054272
20,0.041687,0.052597
21,0.040645,0.053513
22,0.041082,0.055038
23,0.040044,0.053040
24,0.039894,0.058714
25,0.039744,0.053983
26,0.039123,0.054528
27,0.039116,0.054107
28,0.038754,0.054807
29,0.038605,0.056047
30,0.038838,0.053869
31,0.038582,0.055567
32,0.038263,0.055406
33,0.037600,0.054893
34,0.037105,0.053372
35,0.037300,0.055591
36,0.036733,0.055083
37,0.037246,0.055001
38,0.037085,0.054261
39,0.036618,0.056298
40,0.036606,0.055607
