epoch,train_loss,val_loss
1,19.091035,1.784442
2,0.425351,0.059712
3,0.051463,0.034443
4,0.035780,0.026949
5,0.032184,0.025441
6,0.031480,0.024528
7,0.030848,0.024012
8,0.030485,0.024271
9,0.030331,0.023280
10,0.029259,0.023083
11,0.030337,0.022848
12,0.033250,0.022807
13,0.030018,0.022742
14,0.029470,0.022875
15,0.029578,0.022040
16,0.028761,0.021894
17,0.028547,0.021811
18,0.028969,0.021741
19,0.029431,0.021696
20,0.028186,0.021636
21,0.028273,0.023356
22,0.027981,0.021567
23,0.028196,0.021338
24,0.029038,0.021483
25,0.027922,0.021202
26,0.028450,0.020981
27,0.029646,0.021965
28,0.027460,0.021057
29,0.027172,0.020783
30,0.026814,0.020706
31,0.027947,0.020811
32,0.027870,0.020648
33,0.027398,0.020410
34,0.027384,0.020336
35,0.027979,0.020387
36,0.027068,0.020238
37,0.027394,0.020111
38,0.028075,0.020053
39,0.026775,0.020153
40,0.027308,0.020048
41,0.027265,0.019938
42,0.027007,0.019938
43,0.029336,0.020437
44,0.026268,0.019923
45,0.026901,0.019736
46,0.026648,0.019632
47,0.027901,0.020163
48,0.026786,0.019573
49,0.026269,0.019533
50,0.026882,0.019514
51,0.027515,0.019387
52,0.026668,0.019733
53,0.026928,0.021250
54,0.026384,0.019498
55,0.027185,0.019308
56,0.025653,0.019224
57,0.026760,0.019856
58,0.026137,0.019206
59,0.025988,0.019097
60,0.025335,0.019051
61,0.026242,0.019011
62,0.032721,0.019085
63,0.026663,0.020255
64,0.026475,0.019144
65,0.026576,0.019035
66,0.024882,0.018930
67,0.026086,0.018944
68,0.026812,0.019013
69,0.026699,0.020166
70,0.025587,0.018893
71,0.025533,0.018850
72,0.026450,0.018923
73,0.026439,0.019065
74,0.025717,0.018856
75,0.026314,0.019303
76,0.026527,0.018827
77,0.025209,0.018819
78,0.025597,0.018830
79,0.026523,0.018791
80,0.026236,0.018805
81,0.025561,0.019154
82,0.026016,0.018921
83,0.024763,0.018781
84,0.026161,0.018784
85,0.025469,0.018786
86,0.030189,0.018834
87,0.026326,0.018988
88,0.026263,0.018772
89,0.027158,0.018770
90,0.025555,0.018808
91,0.025792,0.018811
92,0.025908,0.018897
93,0.025883,0.018805
94,0.027710,0.018767
95,0.025462,0.018778
96,0.026452,0.018782
97,0.025836,0.018806
98,0.025647,0.018785
99,0.025173,0.018793
100,0.025918,0.018772
